country,product,value_max,value_min,value_mean,value_median,value_std,annual_change_mean,annual_change_median,annual_change_std,3_year_avg_mean
Türkiye,Liquified Petroleum Gas,3893.5519999999997,340.967,1530.4893333333332,356.949,2046.487901509885,-33.715423494832166,-5.836575875486383,49.46933797253366,1039.8005
Türkiye,Middle distillates,2394.794,-65.188,1640.52025,2116.2375,1144.7438357747333,-5.994298418375884,-5.836575875486383,4.038997326639519,1148.1144791666666
Türkiye,Naphtha,1569.0945000000002,108.297,610.0155000000001,152.655,830.8828462676012,-19.325037916263245,-5.836575875486383,68.03911373204825,732.9758888888888
Türkiye,Other oil products,8516.5125,640.873,3272.5071666666668,660.136,4541.452049489633,-33.667787667904584,-5.836575875486383,50.75358619490919,1620.4731111111112
Türkiye,Residual fuel oil,1614.885,31.598,617.4295,299.0815,657.8860769674209,-11.288944558615801,-5.836575875486383,38.10575673650427,769.4255119047618
Türkiye,Total gas oil production,1938.556,-55.191,486.2814285714286,347.702,656.8425000540736,-11.705913264504293,-5.836575875486383,35.66139333740986,732.1905833333333
Türkiye,Total kerosene production,4222.148999999999,343.016,1670.8573333333331,447.407,2210.0998272753045,-22.426365859064063,-5.836575875486383,62.81952731537107,1086.5898333333332
Türkiye,Total oil production,12249.208,-28.057,9026.52675,11942.478,6038.2734408664855,-2.167434544958602,-2.47588638892986,4.266596330173223,3607.0223958333336
Türkiye,Total oil products production,45491.913,-28.837,9905.017785714284,4974.022,15804.55186968418,-12.8043870377583,-5.836575875486383,35.4079052431572,3870.5144166666664
United Kingdom,Crude oil,39307.8715,109.0,8367.410214285714,4137.0,13733.941810963463,-14.934472409487539,-5.836575875486383,35.32857069659398,3351.4148928571426
United Kingdom,Gasoline and diesel,27948.0,2240.0,10836.0,2320.0,14819.480692655867,-33.661240355436256,-5.836575875486383,50.276244657609816,4141.637388888889
United Kingdom,Liquified Petroleum Gas,2525.5,184.0,969.8333333333334,200.0,1347.2706050876836,-35.30578398647672,-7.9999999999999964,49.180482884333465,852.9151666666667
United Kingdom,Middle distillates,2612.0,255.0,1990.75,2548.0,1157.6013634523185,-2.403451581276314,-3.3870379377431927,4.277261843867088,1238.1753958333334
United Kingdom,Naphtha,104.0,3.0,37.333333333333336,5.0,57.74368652357877,-47.00962785593136,-40.0,45.088389460468754,542.0818333333333
United Kingdom,Other oil products,3415.5,166.0,1308.1666666666667,343.0,1827.1487578556194,-49.13254029901535,-51.60349854227405,42.11488632076857,965.6929444444444
United Kingdom,Residual fuel oil,290.173,0.0,142.16757142857142,215.0,125.80278306918484,-20.069969535373833,-5.836575875486383,34.22338828858864,614.8578214285715
United Kingdom,Total gas oil production,11349.5,-131.0,2320.5,997.0,4004.089586493622,-17.13836402821251,-5.836575875486383,32.91222789978801,1347.206726190476
United Kingdom,Total kerosene production,10305.0,1132.0,4214.333333333333,1206.0,5274.801828820997,-29.438171548034543,-5.836575875486383,51.96469504269371,1934.4151666666664
United Kingdom,Total oil production,9613.0,228.0,6944.875,8969.25,4490.289715504632,-1.5323884993166088,-4.7596012072370355,7.243924598678577,2891.8003958333334
United Kingdom,Total oil products production,55937.672999999995,119.0,11427.024714285713,4755.0,19704.58592205823,-16.38783756872363,-5.836575875486383,33.023803481092635,4370.810202380952
United States,Crude oil,211728.60000000044,-537.3933,95125.8152428572,100079.0,64371.30462460433,-16.024078386676596,-5.836575875486383,33.939292210968325,23592.51863095238
United States,Gasoline and diesel,189210.68550000002,14917.808,73037.83116666667,14985.0,100608.648692131,-32.7884093159527,-5.836575875486383,51.41887324133259,24875.58111111111
United States,Liquified Petroleum Gas,32714.5,1612.0,12464.166666666666,3066.0,17552.3653415525,-47.96264592171068,-47.42335290280496,42.39828899837231,4684.359611111111
United States,Middle distillates,19910.0,2132.0,14835.375,18649.75,8497.044283896606,-1.727739872150763,-5.180950726308032,7.369474310410133,5363.300395833333
United States,Naphtha,6951.0,484.0,2670.0,575.0,3707.733944068803,-26.690632026773486,-5.836575875486383,58.763409612625495,1419.637388888889
United States,Other oil products,104028.0,6343.0,39372.333333333336,7746.0,55997.84394361387,-38.83435929867343,-18.11257423186161,46.925675945852824,13653.748500000002
United States,Residual fuel oil,5842.0,-212.0,2843.8571428571427,3397.0,2687.579668808067,-13.811275831433843,-5.836575875486383,37.56401772590922,1525.5162500000001
United States,Total gas oil production,211728.60000000044,1916.0,49236.75600000006,23371.0,72366.8757116199,-14.087569072493439,-5.836575875486383,34.68444024411815,15244.16029761905
United States,Total kerosene production,67601.5,6146.0,26830.166666666668,6743.0,35310.27213975182,-29.010475583153593,-5.836575875486383,54.166179590366575,9473.026277777777
United States,Total oil production,182516.5,-299.0,128516.375,165924.0,86249.16024844823,-5.525625639058617,-5.836575875486383,2.261813002617481,20742.760812500004
United States,Total oil products production,211728.60000000044,2143.0,76601.94285714292,64447.0,63957.55161372953,-16.251225030911257,-5.836575875486383,33.381555831150365,21349.565059523815
